order_id,customer_id,product_id,product_name,product_family,order_date,status,quantity,unit_price,amount,region,forecast_quarter,notes
SO-1000502,Dealer-D045,PROD-950,Model 950 Wheel Loader,Loaders,2026-02-24,Submitted,4,192405.7088934873,769622.8355739492,Africa,Q4-2026,Technology cost enjoy especially when gas contain interest industry sell half.
SO-1000503,Dealer-D048,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-25,On Hold,5,306884.2713254427,1534421.3566272135,North America,Q1-2026,Evidence conference capital office direction between establish dog.
SO-1000504,Dealer-D002,PROD-380,Model 380F Excavator,Excavators,2026-05-15,Back Ordered,6,122651.45871481446,735908.7522888868,Asia Pacific,Q1-2026,Task cultural son school list act instead care throw.
SO-1000505,Dealer-D017,PROD-3600,Model 3600 Engine,Engines,2026-03-04,Booked,4,386914.3152976198,1547657.2611904792,South America,Q1-2026,Military result size feel no nothing huge real art sport live.
SO-1000506,Dealer-D007,PROD-3500,Model 3500 Engine,Engines,2026-02-08,Submitted,4,93640.44313224292,374561.77252897166,North America,Q1-2026,Benefit seat employee growth newspaper special general in go quickly paper.
SO-1000507,Dealer-D030,PROD-390,Model 390F Excavator,Excavators,2026-01-29,Submitted,12,172248.88611364499,2066986.6333637398,Africa,Q2-2026,Office power company sister great pull maintain say threat high.
SO-1000508,Dealer-D042,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-12,Delivered,2,216938.17066647607,433876.34133295214,Europe,Q3-2026,Less what than political up instead partner.
SO-1000509,Dealer-D017,PROD-3500,Model 3500 Engine,Engines,2026-03-20,Shipped,12,401800.9216679268,4821611.0600151215,Africa,Q3-2026,Support author class direction first fact environment popular.
SO-1000510,Dealer-D022,PROD-380,Model 380F Excavator,Excavators,2026-04-19,Booked,4,157230.35174889123,628921.4069955649,North America,Q2-2026,Thought sit voice security minute late cold.
SO-1000511,Dealer-D047,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-04,Back Ordered,6,250483.01652192255,1502898.0991315353,Europe,Q4-2026,By doctor edge season.
SO-1000512,Dealer-D018,PROD-980,Model 980 Wheel Loader,Loaders,2026-06-26,Shipped,2,440590.8320289063,881181.6640578127,South America,Q3-2026,Decision however believe view list.
SO-1000513,Dealer-D036,PROD-3600,Model 3600 Engine,Engines,2026-02-07,Scheduled,12,440177.0820705263,5282124.984846316,Europe,Q3-2026,Ago however share bar energy.
SO-1000514,Dealer-D018,PROD-320,Model 320 Excavator,Excavators,2026-05-22,Scheduled,4,426852.31778755784,1707409.2711502314,Asia Pacific,Q4-2026,Base use hope director scene kitchen.
SO-1000515,Dealer-D002,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-08,Scheduled,8,103788.89129618501,830311.1303694801,Asia Pacific,Q3-2026,Capital stuff agreement professional team foot.
SO-1000516,Dealer-D024,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-01,Shipped,8,192034.94691521852,1536279.5753217482,Africa,Q4-2026,Level that various nature career way much opportunity lead.
SO-1000517,Dealer-D050,PROD-D6,Model D6 Bulldozer,Dozers,2026-04-12,In Production,8,235001.03764768186,1880008.301181455,Asia Pacific,Q2-2026,Itself policy move training loss dinner become film include choose.
SO-1000518,Dealer-D017,PROD-390,Model 390F Excavator,Excavators,2026-03-12,Shipped,12,372193.1120937758,4466317.34512531,South America,Q2-2026,A spring summer gas.
SO-1000519,Dealer-D050,PROD-950,Model 950 Wheel Loader,Loaders,2026-02-14,Invoiced,3,144936.45077897768,434809.352336933,South America,Q1-2026,Movement reach man sense federal she something others someone.
SO-1000520,Dealer-D050,PROD-380,Model 380F Excavator,Excavators,2026-01-03,Submitted,6,354715.23500225117,2128291.410013507,Africa,Q4-2026,Health in night house clear say hope her enjoy instead.
SO-1000521,Dealer-D029,PROD-3500,Model 3500 Engine,Engines,2026-01-07,Submitted,10,444961.4804725317,4449614.804725317,North America,Q4-2026,Might son party really even possible mother.
SO-1000522,Dealer-D006,PROD-380,Model 380F Excavator,Excavators,2026-03-10,In Production,12,147853.8194977562,1774245.8339730743,Asia Pacific,Q4-2026,Include table consumer face PM pay evening.
SO-1000523,Dealer-D035,PROD-380,Model 380F Excavator,Excavators,2026-03-09,Delivered,12,186477.3227320372,2237727.8727844465,Europe,Q3-2026,Man fly charge wide against win example by just account bed.
SO-1000524,Dealer-D044,PROD-D9,Model D9 Bulldozer,Dozers,2026-02-09,Draft,4,385971.4420898917,1543885.7683595668,North America,Q4-2026,Management game find son.
SO-1000525,Dealer-D040,PROD-3500,Model 3500 Engine,Engines,2026-04-09,Draft,1,365704.36952132406,365704.36952132406,Asia Pacific,Q2-2026,Less social form such weight argue simply author.
SO-1000526,Dealer-D028,PROD-D6,Model D6 Bulldozer,Dozers,2026-01-22,Delivered,8,437995.1404948722,3503961.1239589774,Asia Pacific,Q4-2026,Consider time economic high actually window research his window.
SO-1000527,Dealer-D005,PROD-390,Model 390F Excavator,Excavators,2026-04-13,Submitted,8,73658.47901495142,589267.8321196113,Africa,Q4-2026,Scene almost leave side miss word list.
SO-1000528,Dealer-D013,PROD-D10,Model D10 Bulldozer,Dozers,2026-04-07,Shipped,12,388309.1736141198,4659710.083369438,Africa,Q3-2026,View city rock seat near business loss.
SO-1000529,Dealer-D003,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-05,Shipped,8,128370.51157792835,1026964.0926234268,Asia Pacific,Q2-2026,Cup thought tell design both plan foot.
SO-1000530,Dealer-D003,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-31,On Hold,8,183400.1994848689,1467201.5958789513,Asia Pacific,Q1-2026,Some once how during why ok.
SO-1000531,Dealer-D034,PROD-3600,Model 3600 Engine,Engines,2026-06-02,In Production,8,184079.71909258945,1472637.7527407156,Africa,Q3-2026,Read choice side eat matter rather full wide service.
SO-1000532,Dealer-D027,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-15,Shipped,2,454884.3852839923,909768.7705679846,Asia Pacific,Q1-2026,Art popular red social call.
SO-1000533,Dealer-D029,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-14,In Production,1,340883.31885264005,340883.31885264005,Africa,Q3-2026,First next popular girl through run again.
SO-1000534,Dealer-D018,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-28,Shipped,5,439782.66899106326,2198913.3449553163,South America,Q3-2026,Group care together magazine join far recent couple.
SO-1000535,Dealer-D042,PROD-3600,Model 3600 Engine,Engines,2026-03-28,Shipped,1,96447.49199554982,96447.49199554982,South America,Q4-2026,Myself food life test out team.
SO-1000536,Dealer-D002,PROD-D9,Model D9 Bulldozer,Dozers,2026-02-28,Invoiced,5,342300.2030406328,1711501.0152031642,Africa,Q4-2026,Attention choice fast enjoy happen a.
SO-1000537,Dealer-D024,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-04,Scheduled,8,111047.66022216999,888381.2817773599,Africa,Q3-2026,Here control affect task simply draw return probably much.
SO-1000538,Dealer-D028,PROD-3600,Model 3600 Engine,Engines,2026-02-22,Scheduled,3,381164.18286827696,1143492.5486048309,Africa,Q2-2026,Couple raise she child executive important focus benefit.
SO-1000539,Dealer-D039,PROD-390,Model 390F Excavator,Excavators,2026-05-06,Shipped,3,405093.2502419405,1215279.7507258216,Europe,Q1-2026,Analysis visit condition all blood.
SO-1000540,Dealer-D038,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-04,Back Ordered,1,426370.3598346797,426370.3598346797,South America,Q3-2026,Better number student price moment red.
SO-1000541,Dealer-D036,PROD-3600,Model 3600 Engine,Engines,2026-05-03,Shipped,1,281402.1550696899,281402.1550696899,Asia Pacific,Q3-2026,Any determine responsibility actually TV pretty up.
SO-1000542,Dealer-D001,PROD-D9,Model D9 Bulldozer,Dozers,2026-02-12,Booked,6,314764.5601479455,1888587.3608876728,South America,Q2-2026,Life police guess sea three.
SO-1000543,Dealer-D044,PROD-D6,Model D6 Bulldozer,Dozers,2026-03-10,In Production,12,242102.6275204862,2905231.530245834,Africa,Q3-2026,Some around pay more same strong back democratic.
SO-1000544,Dealer-D010,PROD-3600,Model 3600 Engine,Engines,2026-03-17,Submitted,4,286393.2190028246,1145572.8760112985,North America,Q3-2026,Best rise mother country moment eat personal condition see indeed.
SO-1000545,Dealer-D010,PROD-320,Model 320 Excavator,Excavators,2026-03-31,Submitted,6,188118.98284155465,1128713.8970493278,Africa,Q2-2026,Short office purpose reflect interview.
SO-1000546,Dealer-D015,PROD-3500,Model 3500 Engine,Engines,2026-05-24,Delivered,5,112861.5676713224,564307.838356612,Africa,Q4-2026,Coach Congress husband front citizen.
SO-1000547,Dealer-D016,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-29,Delivered,2,351844.26144936605,703688.5228987321,South America,Q2-2026,Kitchen good firm yard foot he share issue rise part.
SO-1000548,Dealer-D038,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-19,Shipped,10,159430.99111890167,1594309.9111890167,Africa,Q4-2026,Nation heart nearly season growth laugh where a alone expect.
SO-1000549,Dealer-D021,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-20,In Production,10,429677.95671961585,4296779.567196159,North America,Q1-2026,Military year few feel.
SO-1000550,Dealer-D048,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-15,Booked,6,133965.5435929254,803793.2615575523,Africa,Q2-2026,Democrat fire sign wall state try memory.
SO-1000551,Dealer-D007,PROD-980,Model 980 Wheel Loader,Loaders,2026-06-18,Shipped,10,106191.5346076652,1061915.346076652,Africa,Q1-2026,Unit choice also green catch happen old do specific begin.
SO-1000552,Dealer-D009,PROD-D9,Model D9 Bulldozer,Dozers,2026-04-01,In Production,10,484951.51334981446,4849515.133498144,North America,Q3-2026,Notice design baby foot lot major together reflect.
SO-1000553,Dealer-D028,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-13,Scheduled,8,360237.7102420961,2881901.681936769,South America,Q2-2026,Organization feel room office bad.
SO-1000554,Dealer-D002,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-14,Submitted,5,328886.5345212047,1644432.6726060235,South America,Q4-2026,Two free they its us.
SO-1000555,Dealer-D025,PROD-950,Model 950 Wheel Loader,Loaders,2026-05-05,Scheduled,3,321015.33606976573,963046.0082092972,Africa,Q2-2026,Thank dinner present own activity since.
SO-1000556,Dealer-D018,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-02,Invoiced,6,386384.28653592715,2318305.719215563,Asia Pacific,Q1-2026,Approach modern floor north force recently check purpose.
SO-1000557,Dealer-D001,PROD-3500,Model 3500 Engine,Engines,2026-05-09,Shipped,5,65040.60759597669,325203.03797988343,Europe,Q2-2026,Wife send offer bed it skill challenge from.
SO-1000558,Dealer-D011,PROD-D10,Model D10 Bulldozer,Dozers,2026-02-14,On Hold,1,56591.20727261903,56591.20727261903,Asia Pacific,Q4-2026,Number any human be maybe similar candidate care nice.
SO-1000559,Dealer-D016,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-16,Invoiced,1,164020.7294732005,164020.7294732005,North America,Q2-2026,House number night young modern drug entire involve range.
SO-1000560,Dealer-D011,PROD-3500,Model 3500 Engine,Engines,2026-03-20,On Hold,3,460234.811168814,1380704.433506442,Africa,Q2-2026,Become public interest give fly order agency fight write pattern.
SO-1000561,Dealer-D011,PROD-3600,Model 3600 Engine,Engines,2026-04-13,Shipped,12,209546.69397287333,2514560.32767448,Europe,Q3-2026,Perhaps key under do rate choose rock beat science.
SO-1000562,Dealer-D003,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-18,Delivered,1,96563.7786409631,96563.7786409631,North America,Q3-2026,We unit than star add really born.
SO-1000563,Dealer-D007,PROD-390,Model 390F Excavator,Excavators,2026-01-20,Booked,2,357788.8084618136,715577.6169236272,Africa,Q1-2026,Likely forward science deep national seek nature performance yeah.
SO-1000564,Dealer-D035,PROD-950,Model 950 Wheel Loader,Loaders,2026-02-05,Shipped,12,308561.9888983458,3702743.8667801498,Europe,Q1-2026,Heavy town money eight.
SO-1000565,Dealer-D005,PROD-380,Model 380F Excavator,Excavators,2026-01-22,Booked,10,339543.02728279884,3395430.2728279885,Africa,Q4-2026,Exist smile peace apply pressure.
SO-1000566,Dealer-D036,PROD-390,Model 390F Excavator,Excavators,2026-02-05,In Production,4,419662.0637492859,1678648.2549971435,North America,Q2-2026,At produce production tree.
SO-1000567,Dealer-D022,PROD-3600,Model 3600 Engine,Engines,2026-01-21,Shipped,4,357202.0186082417,1428808.0744329668,Africa,Q2-2026,Ten affect test power discuss herself with between.
SO-1000568,Dealer-D026,PROD-320,Model 320 Excavator,Excavators,2026-01-17,Back Ordered,3,424575.96876585856,1273727.9062975757,Africa,Q2-2026,Machine others because current whom night Republican always.
SO-1000569,Dealer-D048,PROD-3500,Model 3500 Engine,Engines,2026-04-09,Invoiced,8,109313.07345350571,874504.5876280457,South America,Q3-2026,Figure majority season adult range green few you without every.
SO-1000570,Dealer-D041,PROD-380,Model 380F Excavator,Excavators,2026-05-03,In Production,5,417698.19462504255,2088490.9731252128,Africa,Q3-2026,Personal these three spring ahead.
SO-1000571,Dealer-D014,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-12,Submitted,3,308044.3214100475,924132.9642301424,South America,Q3-2026,We difficult game hotel case role minute question their rather.
SO-1000572,Dealer-D017,PROD-320,Model 320 Excavator,Excavators,2026-02-14,In Production,12,330851.0390205445,3970212.468246534,South America,Q1-2026,Drive check wife travel forget my deal catch must.
SO-1000573,Dealer-D029,PROD-3600,Model 3600 Engine,Engines,2026-06-02,Draft,6,373724.67000866914,2242348.020052015,Africa,Q4-2026,Television finally relate model career yet.
SO-1000574,Dealer-D018,PROD-3600,Model 3600 Engine,Engines,2026-06-26,Delivered,8,155764.08446536338,1246112.675722907,Europe,Q2-2026,Prevent north citizen attack mouth rest.
SO-1000575,Dealer-D042,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-22,Booked,2,460672.2620973997,921344.5241947994,North America,Q1-2026,Fish they risk she they increase.
SO-1000576,Dealer-D038,PROD-390,Model 390F Excavator,Excavators,2026-04-29,On Hold,1,484451.88557027956,484451.88557027956,Asia Pacific,Q2-2026,Field seat start PM scene charge could capital.
SO-1000577,Dealer-D044,PROD-320,Model 320 Excavator,Excavators,2026-04-28,Back Ordered,5,489847.18289180554,2449235.914459028,North America,Q2-2026,Several partner environment note discuss.
SO-1000578,Dealer-D003,PROD-3600,Model 3600 Engine,Engines,2026-01-29,Scheduled,3,141689.9686324747,425069.9058974241,North America,Q2-2026,Discuss ago bag sister care suffer light.
SO-1000579,Dealer-D002,PROD-380,Model 380F Excavator,Excavators,2026-06-23,Booked,4,237272.425882771,949089.703531084,Asia Pacific,Q3-2026,Contain hold listen clearly difficult impact why understand.
SO-1000580,Dealer-D023,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-10,Submitted,6,75481.50081990112,452889.0049194067,Asia Pacific,Q3-2026,Development provide dark daughter computer western keep pay.
SO-1000581,Dealer-D002,PROD-3600,Model 3600 Engine,Engines,2026-03-18,Delivered,5,250648.9789369135,1253244.8946845676,Europe,Q3-2026,Term thought into simply part station result hour.
SO-1000582,Dealer-D025,PROD-3600,Model 3600 Engine,Engines,2026-01-30,Shipped,8,107515.32996217223,860122.6396973778,Europe,Q1-2026,Order modern then skin minute later still amount yet million.
SO-1000583,Dealer-D003,PROD-D6,Model D6 Bulldozer,Dozers,2026-02-26,Delivered,10,244430.27827997797,2444302.7827997794,South America,Q1-2026,Worker always hold share while couple keep this.
SO-1000584,Dealer-D042,PROD-3500,Model 3500 Engine,Engines,2026-01-11,Booked,8,459597.49473499,3676779.95787992,Asia Pacific,Q4-2026,Leave institution party approach might central stop.
SO-1000585,Dealer-D046,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-24,Back Ordered,10,446888.9998132734,4468889.998132734,Europe,Q4-2026,Bed may conference one thus national hotel food agent.
SO-1000586,Dealer-D040,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-19,Draft,5,204520.00530855765,1022600.0265427883,Europe,Q3-2026,Opportunity Republican dark lawyer economic reality trade someone responsibility.
SO-1000587,Dealer-D027,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-26,Draft,3,283106.9070088339,849320.7210265016,Asia Pacific,Q1-2026,Before relationship plant be religious risk.
SO-1000588,Dealer-D033,PROD-380,Model 380F Excavator,Excavators,2026-04-07,Booked,8,222306.35631676062,1778450.850534085,Africa,Q2-2026,Partner civil nearly analysis color friend the television class certain.
SO-1000589,Dealer-D028,PROD-320,Model 320 Excavator,Excavators,2026-06-26,Invoiced,5,166235.1931074165,831175.9655370825,North America,Q3-2026,Information finally shoulder land phone.
SO-1000590,Dealer-D023,PROD-3500,Model 3500 Engine,Engines,2026-01-18,On Hold,2,75077.593565443,150155.187130886,Africa,Q3-2026,Together whether about she activity marriage.
SO-1000591,Dealer-D033,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-25,Scheduled,1,108802.68368596808,108802.68368596808,South America,Q2-2026,Myself accept third down open little improve bag outside.
SO-1000592,Dealer-D042,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-26,Booked,12,271565.171915562,3258782.062986744,Africa,Q2-2026,Think everything pick star debate continue area.
SO-1000593,Dealer-D006,PROD-950,Model 950 Wheel Loader,Loaders,2026-01-06,Delivered,8,470701.8709495289,3765614.967596231,Europe,Q3-2026,Already take project study fear turn any indicate.
SO-1000594,Dealer-D048,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-14,In Production,2,468471.01733333856,936942.0346666771,South America,Q1-2026,Claim expect produce record occur no.
SO-1000595,Dealer-D009,PROD-390,Model 390F Excavator,Excavators,2026-05-10,Delivered,12,466963.42244827154,5603561.069379259,South America,Q3-2026,See growth along shoulder follow today star serve successful.
SO-1000596,Dealer-D038,PROD-380,Model 380F Excavator,Excavators,2026-04-30,Delivered,6,211440.0929095732,1268640.5574574391,Europe,Q3-2026,Fall care reason ever money.
SO-1000597,Dealer-D018,PROD-980,Model 980 Wheel Loader,Loaders,2026-03-14,Back Ordered,4,482995.8095521751,1931983.2382087004,North America,Q2-2026,Decide decade around number without more because right painting small.
SO-1000598,Dealer-D004,PROD-320,Model 320 Excavator,Excavators,2026-05-09,Shipped,2,95205.8973564358,190411.7947128716,Africa,Q1-2026,Interview summer employee offer perhaps until pass.
SO-1000599,Dealer-D016,PROD-D10,Model D10 Bulldozer,Dozers,2026-04-09,Delivered,6,379675.71465817944,2278054.287949077,Africa,Q3-2026,Mind place manage conference participant remember without ability agency.
SO-1000600,Dealer-D048,PROD-950,Model 950 Wheel Loader,Loaders,2026-05-23,Invoiced,12,58843.167236081514,706118.0068329782,Europe,Q2-2026,Someone scene debate past increase animal glass south defense political real.
SO-1000601,Dealer-D024,PROD-980,Model 980 Wheel Loader,Loaders,2026-03-07,In Production,6,436162.51626199443,2616975.0975719667,Africa,Q3-2026,So film media food accept rate game.
SO-1000602,Dealer-D014,PROD-D9,Model D9 Bulldozer,Dozers,2026-02-17,Delivered,1,104722.3667066257,104722.3667066257,South America,Q1-2026,Pattern ahead compare form full public trouble something population loss.
SO-1000603,Dealer-D038,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-29,Invoiced,12,102092.0208108461,1225104.249730153,Europe,Q2-2026,Leave tend time leg sport until argue minute north question new.
SO-1000604,Dealer-D044,PROD-390,Model 390F Excavator,Excavators,2026-01-28,Submitted,1,458492.5596425804,458492.5596425804,Asia Pacific,Q3-2026,Decade rate son thousand.
SO-1000605,Dealer-D012,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-15,Booked,6,485693.97838830744,2914163.8703298448,Africa,Q3-2026,At chance subject fund heart move coach paper.
SO-1000606,Dealer-D005,PROD-380,Model 380F Excavator,Excavators,2026-04-01,Back Ordered,1,219653.47038143507,219653.47038143507,Africa,Q3-2026,Organization ten seem relate fire all.
SO-1000607,Dealer-D028,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-01,Draft,2,365613.60213969863,731227.2042793973,South America,Q3-2026,Beautiful theory he stop few modern company hear.
SO-1000608,Dealer-D037,PROD-320,Model 320 Excavator,Excavators,2026-02-27,On Hold,5,478992.3674904322,2394961.837452161,Asia Pacific,Q3-2026,Sing tree kitchen agent lot.
SO-1000609,Dealer-D038,PROD-390,Model 390F Excavator,Excavators,2026-01-25,Booked,2,394494.5163601412,788989.0327202824,North America,Q1-2026,Child future low them financial force show better word.
SO-1000610,Dealer-D003,PROD-3500,Model 3500 Engine,Engines,2026-01-01,Booked,3,436973.32138253417,1310919.9641476024,North America,Q1-2026,Quality car right least require mission about usually reach organization.
SO-1000611,Dealer-D035,PROD-320,Model 320 Excavator,Excavators,2026-01-22,Delivered,8,163939.5081557646,1311516.0652461168,Europe,Q4-2026,Four threat billion she seat.
SO-1000612,Dealer-D020,PROD-320,Model 320 Excavator,Excavators,2026-04-14,Shipped,6,439902.9784620687,2639417.870772412,Asia Pacific,Q4-2026,Officer fine throughout fly.
SO-1000613,Dealer-D016,PROD-3600,Model 3600 Engine,Engines,2026-04-26,On Hold,8,483392.35890401114,3867138.871232089,Asia Pacific,Q1-2026,Expert mother significant provide evening church.
SO-1000614,Dealer-D040,PROD-3600,Model 3600 Engine,Engines,2026-05-08,In Production,2,330412.0341865214,660824.0683730429,South America,Q3-2026,Address performance method deal go.
SO-1000615,Dealer-D036,PROD-3500,Model 3500 Engine,Engines,2026-03-04,Delivered,5,156057.14055914822,780285.7027957411,South America,Q1-2026,Even wall sound off commercial find throughout music.
SO-1000616,Dealer-D018,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-04,In Production,5,107199.7208901608,535998.604450804,South America,Q2-2026,Candidate likely push black approach.
SO-1000617,Dealer-D029,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-14,Booked,1,85518.43476728554,85518.43476728554,North America,Q3-2026,Hot relate through picture real knowledge green forward cup.
SO-1000618,Dealer-D017,PROD-D6,Model D6 Bulldozer,Dozers,2026-05-22,Delivered,4,312978.16471525584,1251912.6588610234,Africa,Q2-2026,Bad type share nothing behavior sort recognize best financial popular.
SO-1000619,Dealer-D023,PROD-3500,Model 3500 Engine,Engines,2026-01-18,Shipped,12,199984.93694173626,2399819.243300835,North America,Q3-2026,Like water century time election guy contain true form.
SO-1000620,Dealer-D027,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-30,Shipped,5,287492.92940140143,1437464.6470070072,South America,Q2-2026,Law air little goal leave color should page.
SO-1000621,Dealer-D024,PROD-320,Model 320 Excavator,Excavators,2026-01-11,Scheduled,1,65821.66262203737,65821.66262203737,South America,Q4-2026,Meet if research blood news audience.
SO-1000622,Dealer-D040,PROD-380,Model 380F Excavator,Excavators,2026-01-21,Scheduled,2,197942.05739950246,395884.1147990049,North America,Q2-2026,Mouth husband including per nature wind himself.
SO-1000623,Dealer-D024,PROD-390,Model 390F Excavator,Excavators,2026-06-02,Delivered,2,84480.08089649121,168960.16179298243,Europe,Q4-2026,Decade really issue woman note garden reason community.
SO-1000624,Dealer-D006,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-24,On Hold,1,475388.1681132365,475388.1681132365,Africa,Q2-2026,School Republican student boy other.
SO-1000625,Dealer-D014,PROD-D6,Model D6 Bulldozer,Dozers,2026-02-15,Scheduled,10,135043.5469870288,1350435.469870288,North America,Q2-2026,Never state computer what attorney board sport side.
SO-1000626,Dealer-D040,PROD-390,Model 390F Excavator,Excavators,2026-01-24,Scheduled,6,380641.67998222035,2283850.079893322,Asia Pacific,Q2-2026,Force population article design catch oil sense special.
SO-1000627,Dealer-D046,PROD-3600,Model 3600 Engine,Engines,2026-02-06,Back Ordered,12,346505.81295868574,4158069.755504229,Asia Pacific,Q2-2026,Produce laugh factor past language day.
SO-1000628,Dealer-D042,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-07,In Production,5,99533.19208147573,497665.9604073787,Europe,Q3-2026,Feel some quickly truth view response trip wrong.
SO-1000629,Dealer-D049,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-10,Shipped,8,101820.10433129166,814560.8346503333,Europe,Q1-2026,Account worry identify camera family hard nature apply reflect star.
SO-1000630,Dealer-D037,PROD-3600,Model 3600 Engine,Engines,2026-04-17,Delivered,2,329250.58116055635,658501.1623211127,South America,Q2-2026,Body executive all it opportunity personal Republican image.
SO-1000631,Dealer-D023,PROD-D6,Model D6 Bulldozer,Dozers,2026-04-25,Delivered,10,491493.9310310793,4914939.310310793,Europe,Q1-2026,Nation production little could his under style child young.
SO-1000632,Dealer-D018,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-19,Back Ordered,6,231631.6528714537,1389789.9172287222,Europe,Q3-2026,Care author administration return main join.
SO-1000633,Dealer-D044,PROD-380,Model 380F Excavator,Excavators,2026-06-16,Draft,10,134306.056097055,1343060.56097055,Africa,Q2-2026,Be politics indeed lay smile page.
SO-1000634,Dealer-D043,PROD-380,Model 380F Excavator,Excavators,2026-02-17,On Hold,6,272065.99913279497,1632395.9947967697,South America,Q3-2026,Perhaps lawyer interest star his difficult interesting account marriage.
SO-1000635,Dealer-D013,PROD-320,Model 320 Excavator,Excavators,2026-01-04,Back Ordered,10,233333.54660960843,2333335.466096084,Africa,Q1-2026,Republican especially unit office almost also low.
SO-1000636,Dealer-D018,PROD-3500,Model 3500 Engine,Engines,2026-03-22,Draft,2,448501.74961353414,897003.4992270683,Asia Pacific,Q4-2026,Both loss real center rule worker worker single.
SO-1000637,Dealer-D012,PROD-3600,Model 3600 Engine,Engines,2026-01-02,Shipped,8,278488.46833819896,2227907.7467055917,Asia Pacific,Q2-2026,Might model particular early piece professional protect range much.
SO-1000638,Dealer-D044,PROD-3500,Model 3500 Engine,Engines,2026-06-09,Booked,6,183746.3512302932,1102478.1073817592,South America,Q4-2026,Fine apply gas sing light mention light safe inside whether.
SO-1000639,Dealer-D037,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-24,On Hold,6,402235.55341312406,2413413.3204787443,Europe,Q2-2026,Eye along type see risk nor article.
SO-1000640,Dealer-D024,PROD-3500,Model 3500 Engine,Engines,2026-01-18,Shipped,12,479778.4342068064,5757341.210481677,Africa,Q2-2026,Official of prevent factor say agree machine camera baby.
SO-1000641,Dealer-D011,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-12,Scheduled,4,476535.4552641473,1906141.8210565893,South America,Q2-2026,Edge past every either scientist page travel.
SO-1000642,Dealer-D018,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-16,In Production,6,105493.32098388151,632959.9259032891,Europe,Q4-2026,Process have compare site door Congress.
SO-1000643,Dealer-D005,PROD-3500,Model 3500 Engine,Engines,2026-02-18,In Production,2,119035.7970750896,238071.5941501792,South America,Q1-2026,Television garden base certain value child many year side draw.
SO-1000644,Dealer-D037,PROD-3600,Model 3600 Engine,Engines,2026-01-07,In Production,10,135671.80383366562,1356718.038336656,Asia Pacific,Q3-2026,Rise cold official success approach enough standard apply less.
SO-1000645,Dealer-D014,PROD-320,Model 320 Excavator,Excavators,2026-05-12,Shipped,2,209719.0404356073,419438.0808712146,Asia Pacific,Q1-2026,Feeling second sell mouth here relationship listen certain that.
SO-1000646,Dealer-D003,PROD-D6,Model D6 Bulldozer,Dozers,2026-05-28,Delivered,3,339895.85719532805,1019687.5715859842,Europe,Q3-2026,Eye something high firm.
SO-1000647,Dealer-D007,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-20,Delivered,2,294856.7008833954,589713.4017667908,Europe,Q2-2026,Raise American truth PM what it truth teach friend environment.
SO-1000648,Dealer-D041,PROD-D6,Model D6 Bulldozer,Dozers,2026-01-25,Shipped,4,91141.82098776916,364567.2839510766,Europe,Q4-2026,Effort once leave push drop.
